,clicksCount,colorDepth,globalTimeStamp,keyMediumCount,keyMediumSpeed,keyMediumTime,middleSpeed,screenDiagonal,screenHeight,screenWidth,screenOrientation,userAgentCodeName,userAgentCoresCount,userAgentDownLink,userAgentEffectiveType,userAgentName,userAgentOnChange,id,windowHistoryLength,userAgentSaveData,userAgentRtt,userAgentPlatform
32,10,24,1602400484261,7,44,1111,-0.025968541617836266,50,1080,1920,horizontal,Mozilla,15,16,4g,Netscape,,7,3,True,237.0,Win64
33,14,24,1602400690470,8,49,953,0.14999483666992253,50,1080,1920,horizontal,Mozilla,17,10,4g,Netscape,,52,3,True,180.0,Win64
34,18,24,1602400642844,3,33,827,0.050753247848390526,50,1080,1920,horizontal,Mozilla,14,12,4g,Netscape,,84,4,False,24.0,MacOS
35,14,24,1602400709864,5,26,944,0.3688445987557486,50,1080,1920,horizontal,Mozilla,13,13,4g,Netscape,,4,5,True,131.0,Win32
36,5,24,1602400509268,5,29,202,0.15228945621404835,50,1080,1920,horizontal,Mozilla,14,12,4g,Netscape,,95,2,True,241.0,Win32
37,15,24,1602400531960,11,42,998,0.170013381226711,50,1080,1920,horizontal,Mozilla,11,16,4g,Netscape,,22,2,False,61.0,Win32
38,12,24,1602400658698,9,67,550,0.6538871738653296,50,1080,1920,horizontal,Mozilla,8,8,4g,Netscape,,51,4,True,190.0,Linux
39,17,24,1602400702761,5,26,586,0.25574667520314287,50,1080,1920,horizontal,Mozilla,10,21,4g,Netscape,,24,4,True,1.0,Win64
40,7,24,1602400647119,12,26,615,-0.05049647298296132,50,1080,1920,horizontal,Mozilla,10,12,4g,Netscape,,22,5,True,38.0,Win64
41,12,24,1602400761193,6,27,868,0.13909368686353024,50,1080,1920,horizontal,Mozilla,12,11,4g,Netscape,,7,5,True,34.0,Linux
42,4,24,1602400460291,4,22,821,0.3130262937027945,50,1080,1920,horizontal,Mozilla,15,10,4g,Netscape,,32,2,True,105.0,Linux
43,18,24,1602400709414,5,53,1143,-0.06090315647471472,50,1080,1920,horizontal,Mozilla,15,18,4g,Netscape,,71,4,False,123.0,Linux
44,12,24,1602400700036,7,46,1004,0.18555660460949383,50,1080,1920,horizontal,Mozilla,17,13,4g,Netscape,,81,2,True,144.0,MacOS
45,11,24,1602400605363,3,25,442,0.4007838740246931,50,1080,1920,horizontal,Mozilla,14,12,4g,Netscape,,97,4,True,16.0,Win64
46,20,24,1602400740307,3,57,825,0.2726473884278763,50,1080,1920,horizontal,Mozilla,12,11,4g,Netscape,,80,3,False,166.0,Win64
47,15,24,1602400663373,16,50,997,-0.06786488648217255,50,1080,1920,horizontal,Mozilla,13,11,4g,Netscape,,14,3,False,92.0,Win64
48,19,24,1602400459050,4,33,894,0.1531722162855115,50,1080,1920,horizontal,Mozilla,16,11,4g,Netscape,,10,5,True,32.0,Win32
49,11,24,1602400514128,26,31,939,0.3953347556390092,50,1080,1920,horizontal,Mozilla,6,9,4g,Netscape,,66,2,False,81.0,Linux
50,25,24,1602400540771,4,27,834,0.4182759643756401,50,1080,1920,horizontal,Mozilla,11,10,4g,Netscape,,80,3,False,334.0,Win64
51,16,24,1602400600351,2,53,842,0.5845512381778064,50,1080,1920,horizontal,Mozilla,9,17,4g,Netscape,,22,3,True,109.0,Linux
52,10,24,1602400662649,11,51,844,0.1532160197025197,50,1080,1920,horizontal,Mozilla,16,18,4g,Netscape,,25,5,True,2.0,MacOS
53,4,24,1602400718145,8,34,931,-0.022542060378820783,50,1080,1920,horizontal,Mozilla,17,12,4g,Netscape,,68,3,False,44.0,Win32
54,2,24,1602400790726,9,12,838,0.1407738288104406,50,1080,1920,horizontal,Mozilla,2,9,4g,Netscape,,89,4,False,142.0,MacOS
55,4,24,1602400638999,13,37,816,0.1544924828698357,50,1080,1920,horizontal,Mozilla,12,7,4g,Netscape,,70,2,False,163.0,MacOS
56,10,24,1602400565882,6,62,1216,0.26311382482684725,50,1080,1920,horizontal,Mozilla,12,13,4g,Netscape,,32,3,True,91.0,Linux
57,13,24,1602400525964,1,35,1193,0.39655657591627314,50,1080,1920,horizontal,Mozilla,11,14,4g,Netscape,,33,4,True,18.0,MacOS
58,16,24,1602400518932,5,14,867,0.2752938388617886,50,1080,1920,horizontal,Mozilla,28,10,4g,Netscape,,9,4,False,155.0,Linux
59,20,24,1602400730181,5,45,1057,-0.051484598030667475,50,1080,1920,horizontal,Mozilla,8,12,4g,Netscape,,52,4,True,299.0,MacOS
60,16,24,1602400658254,3,36,862,0.13311478151523606,50,1080,1920,horizontal,Mozilla,6,18,4g,Netscape,,25,2,False,228.0,Win64
61,16,24,1602400637432,4,39,808,-0.12057724705270552,50,1080,1920,horizontal,Mozilla,14,10,4g,Netscape,,36,3,False,1.0,Linux
62,3,24,1602400746728,3,36,522,0.4815769721804749,50,1080,1920,horizontal,Mozilla,10,11,4g,Netscape,,73,2,True,16.0,Win64
63,6,24,1602400521916,6,59,799,0.7154119580278547,50,1080,1920,horizontal,Mozilla,10,13,4g,Netscape,,24,2,True,69.0,Win32
64,9,24,1602400564755,7,51,1390,0.6561971176785644,50,1080,1920,horizontal,Mozilla,11,20,4g,Netscape,,65,5,True,99.0,Win32
65,7,24,1602400639450,4,51,606,0.26333392481188306,50,1080,1920,horizontal,Mozilla,12,14,4g,Netscape,,80,3,False,144.0,Win32
66,12,24,1602400609538,5,43,913,0.5086876582601686,50,1080,1920,horizontal,Mozilla,5,12,4g,Netscape,,30,2,True,138.0,MacOS
67,4,24,1602400508146,5,-5,866,0.6678792234308569,50,1080,1920,horizontal,Mozilla,10,5,4g,Netscape,,50,3,True,185.0,Win64
68,6,24,1602400689107,5,44,1051,0.315175139367627,50,1080,1920,horizontal,Mozilla,7,9,4g,Netscape,,35,2,False,23.0,Win32
69,19,24,1602400707843,5,39,1014,0.01257694064246441,50,1080,1920,horizontal,Mozilla,14,12,4g,Netscape,,5,5,False,0.0,Win32
70,8,24,1602400707749,3,19,394,0.18665626772262564,50,1080,1920,horizontal,Mozilla,9,11,4g,Netscape,,13,2,False,187.0,Linux
71,14,24,1602400664461,6,35,812,0.21685592086297434,50,1080,1920,horizontal,Mozilla,7,11,4g,Netscape,,48,4,False,61.0,MacOS
72,7,24,1602400523042,6,51,851,0.24398962450973283,50,1080,1920,horizontal,Mozilla,9,9,4g,Netscape,,22,3,True,42.0,MacOS
73,8,24,1602400742743,5,58,537,-0.24791737184237989,50,1080,1920,horizontal,Mozilla,10,9,4g,Netscape,,73,4,True,86.0,Win32
74,7,24,1602400601776,7,39,448,0.18621222235666735,50,1080,1920,horizontal,Mozilla,10,18,4g,Netscape,,27,4,False,74.0,Linux
75,11,24,1602400521986,3,44,571,0.3203944901614546,50,1080,1920,horizontal,Mozilla,15,9,4g,Netscape,,20,4,False,155.0,Linux
76,15,24,1602400745468,26,23,1008,0.41989041019941925,50,1080,1920,horizontal,Mozilla,11,9,4g,Netscape,,86,3,False,154.0,MacOS
77,17,24,1602400552817,17,55,921,0.39619275366346685,50,1080,1920,horizontal,Mozilla,12,12,4g,Netscape,,60,4,True,228.0,MacOS
78,19,24,1602400655956,8,31,1090,0.07752435652531911,50,1080,1920,horizontal,Mozilla,4,13,4g,Netscape,,14,3,True,9.0,Linux
79,8,24,1602400709456,7,26,706,-0.09986786289678662,50,1080,1920,horizontal,Mozilla,11,20,4g,Netscape,,72,3,True,67.0,MacOS
80,-2,24,1602400624968,5,24,681,0.12433892601408135,50,1080,1920,horizontal,Mozilla,15,19,4g,Netscape,,36,3,False,3.0,Win32
81,23,24,1602400789905,5,56,639,0.014249366573923745,50,1080,1920,horizontal,Mozilla,11,11,4g,Netscape,,22,4,False,21.0,MacOS
82,3,24,1602400584830,7,43,928,0.390816531399389,50,1080,1920,horizontal,Mozilla,21,11,4g,Netscape,,73,3,False,80.0,Win64
83,24,24,1602400730574,5,30,1066,-0.15101400703291226,50,1080,1920,horizontal,Mozilla,12,13,4g,Netscape,,21,0,False,163.0,Win64
84,10,24,1602400637793,16,40,880,0.34307678151302373,50,1080,1920,horizontal,Mozilla,13,10,4g,Netscape,,70,3,False,25.0,Linux
85,10,24,1602400516678,12,30,893,0.10651714378781109,50,1080,1920,horizontal,Mozilla,13,11,4g,Netscape,,2,2,False,268.0,MacOS
86,13,24,1602400552428,12,25,730,-0.028726293910646752,50,1080,1920,horizontal,Mozilla,9,10,4g,Netscape,,22,4,False,101.0,Win32
87,4,24,1602400470208,4,34,496,0.28167519588673506,50,1080,1920,horizontal,Mozilla,5,14,4g,Netscape,,45,3,False,257.0,Win64
88,6,24,1602400617243,13,59,262,0.2672916671113373,50,1080,1920,horizontal,Mozilla,14,15,4g,Netscape,,85,2,True,132.0,MacOS
89,14,24,1602400785574,0,42,882,0.11719066403786518,50,1080,1920,horizontal,Mozilla,15,12,4g,Netscape,,86,3,False,180.0,MacOS
90,9,24,1602400712135,19,43,705,0.34868058980739214,50,1080,1920,horizontal,Mozilla,10,16,4g,Netscape,,31,3,True,144.0,MacOS
91,3,24,1602400652045,8,33,780,0.0024404325447014985,50,1080,1920,horizontal,Mozilla,6,12,4g,Netscape,,23,3,True,77.0,Linux
92,6,24,1602400538672,7,39,865,0.4405388120930718,50,1080,1920,horizontal,Mozilla,7,10,4g,Netscape,,34,2,False,176.0,Win32
93,18,24,1602400477303,4,42,495,0.6500864819260472,50,1080,1920,horizontal,Mozilla,9,11,4g,Netscape,,11,3,False,77.0,Win32
94,13,24,1602400513900,2,50,810,0.15084339265703078,50,1080,1920,horizontal,Mozilla,19,17,4g,Netscape,,39,3,True,29.0,Linux
95,11,24,1602400719228,5,42,867,0.29227198447038083,50,1080,1920,horizontal,Mozilla,12,9,4g,Netscape,,11,5,True,103.0,Win32
96,10,24,1602400781637,6,28,612,0.31381626767863346,50,1080,1920,horizontal,Mozilla,10,10,4g,Netscape,,36,2,False,26.0,Win64
97,4,24,1602400724575,8,25,753,0.21663795477534817,50,1080,1920,horizontal,Mozilla,15,12,4g,Netscape,,87,2,False,187.0,MacOS
98,7,24,1602400681849,1,25,840,0.004972600145854031,50,1080,1920,horizontal,Mozilla,11,15,4g,Netscape,,92,3,False,209.0,Win32
99,4,24,1602400612615,5,64,938,0.4424535495426984,50,1080,1920,horizontal,Mozilla,18,9,4g,Netscape,,60,1,False,93.0,Win32
100,4,24,1602400787329,5,61,877,-0.24436986550685783,50,1080,1920,horizontal,Mozilla,13,18,4g,Netscape,,34,3,False,97.0,Linux
101,11,24,1602400544759,7,39,673,0.059402207655069955,50,1080,1920,horizontal,Mozilla,21,6,4g,Netscape,,31,4,True,91.0,MacOS
102,12,24,1602400553386,5,52,504,0.21974899188320463,50,1080,1920,horizontal,Mozilla,12,11,4g,Netscape,,43,4,True,13.0,Win32
103,5,24,1602400753171,5,24,916,-0.15825866461448657,50,1080,1920,horizontal,Mozilla,9,10,4g,Netscape,,62,5,False,246.0,Linux
104,10,24,1602400526052,3,44,1287,0.2392842794412519,50,1080,1920,horizontal,Mozilla,14,13,4g,Netscape,,100,3,True,207.0,MacOS
105,13,24,1602400668045,8,12,253,0.3639126365295029,50,1080,1920,horizontal,Mozilla,16,20,4g,Netscape,,33,3,False,77.0,Linux
106,2,24,1602400569954,3,46,807,-0.09019210464065676,50,1080,1920,horizontal,Mozilla,17,14,4g,Netscape,,10,2,True,44.0,Win64
107,12,24,1602400507423,7,28,188,0.1033799794470778,50,1080,1920,horizontal,Mozilla,12,14,4g,Netscape,,77,3,False,3.0,Linux
108,6,24,1602400615785,7,46,624,0.2368283598979688,50,1080,1920,horizontal,Mozilla,8,8,4g,Netscape,,83,2,False,20.0,Win64
109,8,24,1602400622112,3,28,641,0.37693448589118506,50,1080,1920,horizontal,Mozilla,5,11,4g,Netscape,,12,3,True,5.0,MacOS
110,15,24,1602400615655,7,19,487,0.2110361928337114,50,1080,1920,horizontal,Mozilla,12,14,4g,Netscape,,92,4,False,46.0,Win32
111,18,24,1602400527108,13,34,525,0.05631467726107436,50,1080,1920,horizontal,Mozilla,11,20,4g,Netscape,,47,3,True,265.0,Win32
112,14,24,1602400696978,16,29,836,-0.019794265640688848,50,1080,1920,horizontal,Mozilla,2,15,4g,Netscape,,1,3,False,16.0,MacOS
113,15,24,1602400611652,6,33,511,-0.21213370852255467,50,1080,1920,horizontal,Mozilla,15,17,4g,Netscape,,80,3,True,195.0,MacOS
114,5,24,1602400497680,8,43,466,0.23495544666195478,50,1080,1920,horizontal,Mozilla,18,10,4g,Netscape,,36,5,True,26.0,Win32
115,17,24,1602400501333,29,41,846,0.460154969168334,50,1080,1920,horizontal,Mozilla,12,9,4g,Netscape,,24,3,True,99.0,MacOS
116,6,24,1602400543153,8,61,1096,0.25002783670563833,50,1080,1920,horizontal,Mozilla,15,8,4g,Netscape,,58,4,True,77.0,Linux
117,12,24,1602400471211,6,43,756,0.17240695151506572,50,1080,1920,horizontal,Mozilla,9,9,4g,Netscape,,55,4,True,114.0,MacOS
118,8,24,1602400791289,2,35,674,0.26313520693387293,50,1080,1920,horizontal,Mozilla,7,17,4g,Netscape,,80,3,True,103.0,MacOS
119,7,24,1602400542981,7,48,329,0.44263482577613844,50,1080,1920,horizontal,Mozilla,10,16,4g,Netscape,,67,1,True,106.0,Win32
120,8,24,1602400730975,6,38,528,0.2482010491291718,50,1080,1920,horizontal,Mozilla,15,10,4g,Netscape,,19,4,False,181.0,Linux
121,14,24,1602400704918,5,30,465,0.05665633637727245,50,1080,1920,horizontal,Mozilla,8,13,4g,Netscape,,47,4,True,24.0,Linux
122,4,24,1602400578139,6,34,765,0.17443298858528003,50,1080,1920,horizontal,Mozilla,12,8,4g,Netscape,,83,4,True,128.0,MacOS
123,12,24,1602400748826,6,44,899,0.47166098350517377,50,1080,1920,horizontal,Mozilla,17,12,4g,Netscape,,83,5,True,160.0,MacOS
124,17,24,1602400656862,5,20,837,0.30985281421888455,50,1080,1920,horizontal,Mozilla,12,17,4g,Netscape,,17,3,True,38.0,Win32
125,16,24,1602400784603,11,26,871,-0.062076392455961395,50,1080,1920,horizontal,Mozilla,13,16,4g,Netscape,,35,4,False,136.0,Linux
126,14,24,1602400578256,12,49,733,0.2468739838484833,50,1080,1920,horizontal,Mozilla,7,13,4g,Netscape,,81,3,False,95.0,MacOS
127,6,24,1602400616060,7,57,614,-0.17239913736056484,50,1080,1920,horizontal,Mozilla,12,7,4g,Netscape,,20,2,True,70.0,MacOS
128,12,24,1602400592930,8,42,737,0.44520444376395324,50,1080,1920,horizontal,Mozilla,9,12,4g,Netscape,,85,3,True,119.0,Win32
129,13,24,1602400565299,5,29,866,-0.008954336919136968,50,1080,1920,horizontal,Mozilla,10,16,4g,Netscape,,20,3,True,105.0,Win32
130,18,24,1602400673036,12,13,1302,0.1378352189657746,50,1080,1920,horizontal,Mozilla,7,13,4g,Netscape,,64,3,True,74.0,MacOS
131,11,24,1602400780394,1,26,571,0.7866478339628107,50,1080,1920,horizontal,Mozilla,11,24,4g,Netscape,,26,3,False,95.0,MacOS
132,10,24,1602400465337,4,14,663,0.2087223954506094,50,1080,1920,horizontal,Mozilla,11,8,4g,Netscape,,16,4,True,8.0,Win32
133,18,24,1602400658695,23,37,911,0.37116885791738596,50,1080,1920,horizontal,Mozilla,12,21,4g,Netscape,,68,3,False,138.0,Linux
134,20,24,1602400674183,15,64,690,0.009880345434654388,50,1080,1920,horizontal,Mozilla,15,16,4g,Netscape,,41,3,True,5.0,Win32
135,22,24,1602400554477,6,53,689,0.41693940768664395,50,1080,1920,horizontal,Mozilla,6,21,4g,Netscape,,45,2,True,70.0,Win64
136,11,24,1602400742020,7,41,1030,0.8285799986939293,50,1080,1920,horizontal,Mozilla,12,11,4g,Netscape,,12,2,True,58.0,Win64
137,10,24,1602400750680,4,45,15,0.04132848389471714,50,1080,1920,horizontal,Mozilla,11,9,4g,Netscape,,46,3,False,138.0,Win32
138,11,24,1602400746040,5,37,826,0.18163291798885234,50,1080,1920,horizontal,Mozilla,13,17,4g,Netscape,,91,3,True,176.0,Win64
139,13,24,1602400540072,5,56,1033,0.46175566437531634,50,1080,1920,horizontal,Mozilla,13,10,4g,Netscape,,36,4,True,166.0,Win32
140,15,24,1602400804076,4,46,603,-0.1307806277250917,50,1080,1920,horizontal,Mozilla,15,15,4g,Netscape,,40,3,False,187.0,MacOS
141,12,24,1602400728730,4,57,604,0.49960473615922846,50,1080,1920,horizontal,Mozilla,10,8,4g,Netscape,,22,0,False,203.0,Win32
142,19,24,1602400659182,8,49,865,0.08972822102243103,50,1080,1920,horizontal,Mozilla,12,15,4g,Netscape,,54,2,False,127.0,Win32
143,1,24,1602400696106,6,61,660,0.19519186274962122,50,1080,1920,horizontal,Mozilla,7,21,4g,Netscape,,28,3,False,67.0,Win64
144,17,24,1602400598880,10,48,752,-0.013407298883736207,50,1080,1920,horizontal,Mozilla,10,8,4g,Netscape,,78,4,True,85.0,Win64
145,16,24,1602400597196,6,55,789,0.5357264121290315,50,1080,1920,horizontal,Mozilla,9,11,4g,Netscape,,82,4,True,0.0,Win32
146,19,24,1602400667534,5,28,730,0.4910411966844779,50,1080,1920,horizontal,Mozilla,17,11,4g,Netscape,,76,3,False,120.0,Win64
147,15,24,1602400639728,16,43,1032,0.06268179816100095,50,1080,1920,horizontal,Mozilla,10,14,4g,Netscape,,1,4,True,73.0,Win32
148,14,24,1602400687559,21,46,477,0.076671853649602,50,1080,1920,horizontal,Mozilla,16,7,4g,Netscape,,51,3,False,41.0,Win64
149,16,24,1602400759869,16,47,862,0.31069721620189644,50,1080,1920,horizontal,Mozilla,20,9,4g,Netscape,,80,3,False,184.0,MacOS
150,22,24,1602400483432,8,32,723,-0.06068382319471857,50,1080,1920,horizontal,Mozilla,15,9,4g,Netscape,,53,4,True,122.0,Win32
151,7,24,1602400617096,6,57,684,0.0926873558822888,50,1080,1920,horizontal,Mozilla,11,17,4g,Netscape,,99,4,True,250.0,Win32
152,1,24,1602400501665,13,44,792,0.40768600979349057,50,1080,1920,horizontal,Mozilla,11,8,4g,Netscape,,63,3,True,71.0,MacOS
153,12,24,1602400556981,6,46,955,0.09015261578745071,50,1080,1920,horizontal,Mozilla,6,13,4g,Netscape,,17,3,True,146.0,MacOS
154,2,24,1602400637929,7,16,755,0.13548582790268424,50,1080,1920,horizontal,Mozilla,12,12,4g,Netscape,,49,0,False,291.0,Win64
155,7,24,1602400546152,32,41,511,0.09332017166787071,50,1080,1920,horizontal,Mozilla,10,10,4g,Netscape,,64,2,True,141.0,Win64
156,15,24,1602400743520,8,17,744,-0.23489455957694214,50,1080,1920,horizontal,Mozilla,8,16,4g,Netscape,,2,2,False,210.0,MacOS
157,14,24,1602400750701,6,61,896,0.5733876139875084,50,1080,1920,horizontal,Mozilla,12,15,4g,Netscape,,74,2,True,128.0,Linux
158,0,24,1602400725322,7,38,556,-0.02266837513379672,50,1080,1920,horizontal,Mozilla,17,12,4g,Netscape,,37,2,True,218.0,Linux
159,2,24,1602400492063,5,44,452,0.34626108360284724,50,1080,1920,horizontal,Mozilla,10,15,4g,Netscape,,14,4,True,10.0,MacOS
160,12,24,1602400557203,4,11,433,0.3905989504738602,50,1080,1920,horizontal,Mozilla,13,17,4g,Netscape,,31,5,False,229.0,Win32
161,9,24,1602400571431,15,40,1310,0.2347934448599906,50,1080,1920,horizontal,Mozilla,5,9,4g,Netscape,,48,4,False,206.0,Win64
162,9,24,1602400718638,4,62,669,0.16785028007999994,50,1080,1920,horizontal,Mozilla,8,12,4g,Netscape,,18,3,False,36.0,Win64
163,15,24,1602400469642,5,21,696,0.2582389234439486,50,1080,1920,horizontal,Mozilla,11,19,4g,Netscape,,4,3,True,75.0,Linux
164,15,24,1602400709494,3,37,625,0.48195564247268036,50,1080,1920,horizontal,Mozilla,4,12,4g,Netscape,,75,3,False,164.0,Win32
165,19,24,1602400719512,12,60,873,0.18149441246595746,50,1080,1920,horizontal,Mozilla,10,12,4g,Netscape,,40,4,False,151.0,Win64
166,11,24,1602400764828,10,20,1157,0.2819819333747724,50,1080,1920,horizontal,Mozilla,9,13,4g,Netscape,,3,4,True,62.0,Win64
167,7,24,1602400578054,11,38,674,0.07891317520626417,50,1080,1920,horizontal,Mozilla,11,12,4g,Netscape,,49,3,False,225.0,Linux
168,13,24,1602400703227,3,39,1127,0.04208307374171871,50,1080,1920,horizontal,Mozilla,6,11,4g,Netscape,,87,3,True,90.0,Win64
169,22,24,1602400596959,9,54,804,0.21283339939416468,50,1080,1920,horizontal,Mozilla,23,12,4g,Netscape,,9,3,False,260.0,Win32
170,7,24,1602400686645,28,31,280,0.1825178387784323,50,1080,1920,horizontal,Mozilla,7,11,4g,Netscape,,48,3,False,26.0,Linux
171,10,24,1602400525033,11,53,551,0.3206248395981353,50,1080,1920,horizontal,Mozilla,10,10,4g,Netscape,,42,3,False,159.0,Linux
172,8,24,1602400646845,2,38,1009,0.02020043529715392,50,1080,1920,horizontal,Mozilla,14,13,4g,Netscape,,13,2,False,10.0,Win32
173,4,24,1602400668690,3,23,410,0.6249552115910848,50,1080,1920,horizontal,Mozilla,6,11,4g,Netscape,,63,3,True,4.0,Win64
174,9,24,1602400628809,4,31,1011,0.31200076710727637,50,1080,1920,horizontal,Mozilla,11,12,4g,Netscape,,46,4,True,56.0,Linux
175,10,24,1602400670479,5,30,468,0.2337711380831496,50,1080,1920,horizontal,Mozilla,14,18,4g,Netscape,,12,3,True,92.0,Win64
176,15,24,1602400469980,9,27,239,0.20160105582655413,50,1080,1920,horizontal,Mozilla,16,5,4g,Netscape,,52,3,True,169.0,MacOS
177,2,24,1602400801293,6,51,1020,0.46171623232654263,50,1080,1920,horizontal,Mozilla,14,9,4g,Netscape,,93,3,True,69.0,MacOS
178,14,24,1602400547075,4,34,549,0.313517017179435,50,1080,1920,horizontal,Mozilla,8,14,4g,Netscape,,48,2,False,72.0,Win32
179,5,24,1602400674054,5,20,1017,0.37663255227019266,50,1080,1920,horizontal,Mozilla,8,11,4g,Netscape,,28,5,True,146.0,Linux
180,4,24,1602400504330,5,25,554,0.3239294030341594,50,1080,1920,horizontal,Mozilla,9,14,4g,Netscape,,34,4,True,42.0,Win32
181,18,24,1602400749420,3,43,1124,-0.07099046892818642,50,1080,1920,horizontal,Mozilla,6,12,4g,Netscape,,26,2,True,81.0,Win32
182,17,24,1602400744615,12,31,724,0.10971492330244013,50,1080,1920,horizontal,Mozilla,11,11,4g,Netscape,,25,2,True,141.0,Win64
183,13,24,1602400516987,3,31,617,0.04323309245456963,50,1080,1920,horizontal,Mozilla,7,15,4g,Netscape,,91,1,True,271.0,Win64
184,10,24,1602400493837,7,25,737,0.14516974840916058,50,1080,1920,horizontal,Mozilla,12,10,4g,Netscape,,98,2,True,80.0,Win64
